,Unnamed: 0,Questions,id,query
5165,5165, How many patients has a all my blood work done after vaccination.,23305165,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'all"
236,236, List all the record received on 05/22/2022. ,1100236,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'05/22/2022'"
6086,6086, List all the patients who are dignosed of overweight. ,27306086,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'overweight'"
7507,7507, Find any cases where the vaccine recipients were allergic to brethine. ,29307507,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'brethine'"
4491,4491, What is the number of cases where the interval from the vaccination date to the onset date is 457.0 days? ,22204491,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.NUMDAYS',""value_1"":457.0"
10472,10472, List all the patients who got vaccine produced by MICHIGAN DEPT PUB HLTH.,37110472,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_MANU',""value_1"":'MICHIGAN"
12403,12403,Give me all the patients who have Electrocardiogram ST segment abnormal after vaccine . ,45312403,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Electrocardiogram"
3601,3601, How many patitents who got vaccines on 08/30/2021?,20103601,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'08/30/2021'"
3491,3491, How many patients whose date of vaccination is 12/17/2021? ,20103491,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'12/17/2021'"
3202,3202,Give me all the patients whose date of vaccination is 03/12/2022. ,20103202,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'03/12/2022'"
1137,1137, How many patients are 0.58 years old.,3201137,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":0.58"
8405,8405, Find all records who got BCG shot before. ,31208405,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.PRIOR_VAX',""value_1"":'BCG'"
2286,2286, which  Traumatic lung injury is the most common symptom after  vaccination,8402286,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'SYMPTOMS',""AUTO"",'Traumatic"
9984,9984," On 04/28/2022, how many people have been recorded?",35109984,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'04/28/2022'"
10019,10019," On 03/10/2022, how many people have been recorded?",35110019,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'03/10/2022'"
711,711, Give me the RI which has the most numbers of records,2200711,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.STATE',""value_1"":'RI'"
13028,13028, which  Osteoarthritis is the most common after vaccine?,45313028,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Osteoarthritis'"
10968,10968, How many people have been injected with 0331421A,38110968,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_LOT',""value_1"":'0331421A'"
1086,1086, List all patients who are 1.83 years old. ,3201086,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":1.83"
3164,3164,Give me all the patients whose date of vaccination is 07/19/2021. ,20103164,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'07/19/2021'"
9974,9974, Return all cases recorded on 12/06/2021. ,35109974,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'12/06/2021'"
3657,3657,Give me all the patients whose onset date of adverse event symptoms is 10/01/2021. ,21103657,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.ONSET_DATE',""value_1"":'10/01/2021'"
755,755,Give me all the patients who is 90.0 years old. ,3200755,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":90.0"
12879,12879, Is there any person have Pharyngeal cyst after vaccine? ,45312879,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Pharyngeal"
12748,12748, Is there any person have IIIrd nerve disorder after vaccine? ,45312748,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'IIIrd"
199,199, List all the record received on 01/13/2022. ,1100199,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'01/13/2022'"
9119,9119, Search for any cases where the vaccine recipient got vaccine manufactured by USJNJFOC20220237050. ,33109119,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USJNJFOC20220237050'"
9482,9482, Give me all the patients who got USJNJFOC20220151104 vaccine. ,33109482,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USJNJFOC20220151104'"
11369,11369, Provide all records that took vaccination in OT and UN. ,42411369,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_SITE',""AUTO"",'OT'},"
2606,2606, How many patients passed away on 07/25/2021. ,10102606,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.DATEDIED',""value_1"":'07/25/2021'"
11487,11487,Give me all the patients who got TETANUS DIPHTHERIA (NO BRAND NAME) vaccine. ,43311487,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'VAX.VAX_NAME',""params"":'TETANUS"
5793,5793, Is there any patients who was taking miralax prn?,26305793,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.OTHER_MEDS',""params"":'miralax"
10086,10086," On 01/30/2021, how many people have been recorded?",35110086,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'01/30/2021'"
10119,10119,Give me all the patients who got FLU3. ,36210119,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_TYPE',""value_1"":'FLU3'"
7607,7607, How many patients are allergic to food sensitivity? ,29307607,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'food"
7046,7046, How many patients are dignosed of nerve block? ,28307046,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'nerve"
9571,9571, How many patients got vaccine manufactured by USPFIZER INC2021504356?,33109571,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USPFIZER"
12046,12046, List all the patients who got VARICELLA (VARILRIX) vaccine and TETANUS DIPHTHERIA (NO BRAND NAME) vaccine. ,44412046,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'VARICELLA"
8826,8826, How many records had EBOLA ZAIRE and DENGUE TETRAVALENT before.,32408826,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'DATA.PRIOR_VAX',""AUTO"",'EBOLA"
1065,1065, List all patients who are 44.0 years old. ,3201065,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":44.0"
9198,9198, Search for any cases where the vaccine recipient got vaccine manufactured by USPFIZER INC2021391217. ,33109198,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USPFIZER"
2607,2607, How many patients passed away on 02/27/2022. ,10102607,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.DATEDIED',""value_1"":'02/27/2022'"
5880,5880,Give me all the patients who have anemic. ,27305880,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'anemic'"
1307,1307, Return all records whose cage year is 96.0.,4201307,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.CAGE_YR',""value_1"":96.0"
7533,7533, Find any cases where the vaccine recipients were allergic to nut allergy. ,29307533,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'nut"
11442,11442, Find the most popular RA for people. ,42411442,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_SITE',""AUTO"",'RA'"
6680,6680,Give me all the patients who had angioplasty. ,28306680,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'angioplasty'"
8287,8287, How many patients got a shot on 3/28/2021?,30108287,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.PRIOR_VAX',""value_1"":'3/28/2021'"
11889,11889,Give me all the patients who got ROTAVIRUS (ROTATEQ) vaccine and HEP A (HAVRIX) vaccine. ,44411889,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ROTAVIRUS"
3421,3421, How many patients whose date of vaccination is 08/04/2021? ,20103421,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'08/04/2021'"
9778,9778, How many people recorded on 04/20/2021. ,35109778,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'04/20/2021'"
10162,10162, How many people has got PNC20? ,36210162,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_TYPE',""value_1"":'PNC20'"
8631,8631," List all the recipients who took VARICELLA and ADENOVIRUS TYPES 4 & 7, LIVE, ORAL before. ",32408631,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'DATA.PRIOR_VAX',""AUTO"",'VARICELLA'},"
8153,8153, Find all records who received a vaccine before on 11/20/2021. ,30108153,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.PRIOR_VAX',""value_1"":'11/20/2021'"
12686,12686, List all records that had Biopsy lung associated with the vaccination. ,45312686,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Biopsy"
9744,9744,Give me all the patients who were recorded on 04/04/2022. ,35109744,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'04/04/2022'"
47,47,Give me all the patients whose information are received on 01/14/2022. ,1100047,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'01/14/2022'"
10001,10001," On 11/28/2021, how many people have been recorded?",35110001,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'11/28/2021'"
11923,11923, List all the patients who got MEASLES + MUMPS + RUBELLA + VARICELLA (NO BRAND NAME) vaccine and DTP (NO BRAND NAME) vaccine. ,44411923,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MEASLES"
12602,12602, List all records that had Joint lock associated with the vaccination. ,45312602,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Joint"
12847,12847, Is there any person have Cytomegalovirus viraemia after vaccine? ,45312847,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Cytomegalovirus"
11223,11223,How many people got vaccine in UN and RL. ,42411223,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_SITE',""AUTO"",'UN'},"
12074,12074, How many people received VARICELLA (VARILRIX) vaccine and ROTAVIRUS (ROTATEQ) vaccine. ,44412074,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'VARICELLA"
4725,4725, How many patients whose interval from the vaccination date to the onset date is 4013.0 days?,22204725,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.NUMDAYS',""value_1"":4013.0"
989,989, Return all 71.0 years old vaccine recipients. ,3200989,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":71.0"
6595,6595, Which is the most common seasonal for patients.,27306595,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'seasonal'"
5543,5543, Find the number of cases where the vaccine recipients had ultranox at the time of vaccination. ,26305543,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.OTHER_MEDS',""params"":'ultranox'"
4866,4866, Provide all records that receive ag test test. ,23304866,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'ag"
11062,11062, How many people have been injected with 037F21A,38111062,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_LOT',""value_1"":'037F21A'"
5757,5757, Is there any patients who was taking xiosil?,26305757,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.OTHER_MEDS',""params"":'xiosil'"
7382,7382, Show me all the patients who has an allergic to hay fever. ,29307382,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'hay"
8838,8838, How many records had MENINGOCOCCAL B and RABIES before.,32408838,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'DATA.PRIOR_VAX',""AUTO"",'MENINGOCOCCAL"
9763,9763,Give me all the patients who were recorded on 04/08/2021. ,35109763,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'04/08/2021'"
1717,1717, Give me all the patients who have Dialysis related complication after the vaccination. ,8401717,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'SYMPTOMS',""AUTO"",'Dialysis"
9349,9349, What is the number of records that the vaccine recipient got USPFIZER INC202101303335 vaccine. ,33109349,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USPFIZER"
9139,9139, Search for any cases where the vaccine recipient got vaccine manufactured by USPFIZER INC202200028753. ,33109139,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USPFIZER"
291,291, How many patients' record are received on 03/05/2022 ,1100291,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'03/05/2022'"
6742,6742, Search all the patients who are dignosed of intraocular lens implant. ,28306742,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'intraocular"
182,182, Find all cases that receved on 04/25/2022. ,1100182,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'04/25/2022'"
5114,5114, How many patients has a potassium after vaccination.,23305114,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'potassium'"
498,498,Give me all the patients who is from PR. ,2200498,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.STATE',""value_1"":'PR'"
4789,4789,Give me all the patients who took test of sonogram. ,23304789,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'sonogram'"
1016,1016, Return all 72.0 years old vaccine recipients. ,3201016,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":72.0"
12015,12015, List all the patients who got TDAP (NO BRAND NAME) vaccine and HEP A (NO BRAND NAME) vaccine. ,44412015,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TDAP"
6005,6005, List all the patients who are dignosed of incontinence. ,27306005,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'incontinence'"
9976,9976, Return all cases recorded on 02/22/2022. ,35109976,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'02/22/2022'"
726,726, Give me the AS which has the most numbers of records,2200726,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.STATE',""value_1"":'AS'"
10762,10762, Find all the cases where the vaccine recipients got vaccinated in EC6449. ,38110762,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_LOT',""value_1"":'EC6449'"
12679,12679, List all records that had Contrast media allergy associated with the vaccination. ,45312679,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Contrast"
7269,7269,Give me all the patients who was allergic to atorvastatin ,29307269,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'atorvastatin'"
4200,4200, What is the number of cases where onset date of adverse event symptom is 09/08/2020. ,21104200,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.ONSET_DATE',""value_1"":'09/08/2020'"
