,Questions,id,query
11905,Give me all the patients who got ZOSTER LIVE (ZOSTAVAX) vaccine and DT ADSORBED (NO BRAND NAME) vaccine. ,44411905,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ZOSTER"
11906,Give me all the patients who got VACCINE NOT SPECIFIED (NO BRAND NAME) vaccine and ROTAVIRUS (ROTATEQ) vaccine. ,44411906,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'VACCINE"
11907,Give me all the patients who got TD ADSORBED (TDVAX) vaccine and HPV (NO BRAND NAME) vaccine. ,44411907,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TD"
11908,Give me all the patients who got DTAP + IPV (KINRIX) vaccine and ROTAVIRUS (ROTARIX) vaccine. ,44411908,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
11909,Give me all the patients who got TETANUS TOXOID (NO BRAND NAME) vaccine and VACCINE NOT SPECIFIED (OTHER) vaccine. ,44411909,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TETANUS"
11910,"Give me all the patients who got ADENOVIRUS TYPES 4 & 7, LIVE, ORAL (NO BRAND NAME) vaccine and MENINGOCOCCAL CONJUGATE (MENACTRA) vaccine. ",44411910,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ADENOVIRUS"
11911,Give me all the patients who got PNEUMO (PREVNAR) vaccine and RABIES (RABAVERT) vaccine. ,44411911,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'PNEUMO"
11912,Give me all the patients who got DTAP+IPV+HIB+HEPB (VAXELIS) vaccine and HEP A (VAQTA) vaccine. ,44411912,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP+IPV+HIB+HEPB"
11913,Give me all the patients who got MEASLES + MUMPS + RUBELLA + VARICELLA (PROQUAD) vaccine and INFLUENZA (SEASONAL) (FLUARIX) vaccine. ,44411913,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MEASLES"
11914,Give me all the patients who got DTAP + HIB (NO BRAND NAME) vaccine and HIB (HIBERIX) vaccine. ,44411914,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
11915,Give me all the patients who got INFLUENZA (SEASONAL) (FLUMIST) vaccine and ANTHRAX (NO BRAND NAME) vaccine. ,44411915,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11916,Give me all the patients who got RABIES (RABAVERT) vaccine and ANTHRAX (BIOTHRAX) vaccine. ,44411916,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'RABIES"
11917,Give me all the patients who got HEP B (ENGERIX-B) vaccine and DTP (NO BRAND NAME) vaccine. ,44411917,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HEP"
11918,Give me all the patients who got INFLUENZA (SEASONAL) (FLUARIX) vaccine and COVID19 (COVID19 (JANSSEN)) vaccine. ,44411918,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11919, List all the patients who got DTAP + IPV (UNKNOWN) vaccine and ZOSTER LIVE (ZOSTAVAX) vaccine. ,44411919,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
11920, List all the patients who got HPV (GARDASIL 9) vaccine and DTAP + IPV (QUADRACEL) vaccine. ,44411920,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HPV"
11921, List all the patients who got INFLUENZA (SEASONAL) (FLUCELVAX) vaccine and HEP B (RECOMBIVAX HB) vaccine. ,44411921,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11922, List all the patients who got ZOSTER (SHINGRIX) vaccine and INFLUENZA (SEASONAL) (FLUMIST QUADRIVALENT) vaccine. ,44411922,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ZOSTER"
11923, List all the patients who got MEASLES + MUMPS + RUBELLA + VARICELLA (NO BRAND NAME) vaccine and DTP (NO BRAND NAME) vaccine. ,44411923,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MEASLES"
11924, List all the patients who got TD ADSORBED (TENIVAC) vaccine and DTAP + HIB (NO BRAND NAME) vaccine. ,44411924,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TD"
11925, List all the patients who got ZOSTER (NO BRAND NAME) vaccine and INFLUENZA (SEASONAL) (FLUAD) vaccine. ,44411925,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ZOSTER"
11926, List all the patients who got TDAP (ADACEL) vaccine and TDAP (ADACEL) vaccine. ,44411926,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TDAP"
11927, List all the patients who got HPV (GARDASIL) vaccine and BCG (MYCOBAX) vaccine. ,44411927,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HPV"
11928, List all the patients who got VACCINE NOT SPECIFIED (FOREIGN) vaccine and HPV (GARDASIL 9) vaccine. ,44411928,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'VACCINE"
11929, List all the patients who got RABIES (NO BRAND NAME) vaccine and HPV (GARDASIL) vaccine. ,44411929,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'RABIES"
11930, List all the patients who got COVID19 (COVID19 (PFIZER-BIONTECH)) vaccine and TDAP (BOOSTRIX) vaccine. ,44411930,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'COVID19"
11931, List all the patients who got INFLUENZA (SEASONAL) (FLUENZ TETRA) vaccine and MENINGOCOCCAL (NO BRAND NAME) vaccine. ,44411931,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11932, List all the patients who got HPV (GARDASIL) vaccine and RABIES (IMOVAX) vaccine. ,44411932,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HPV"
11933," List all the patients who got ADENOVIRUS TYPES 4 & 7, LIVE, ORAL (NO BRAND NAME) vaccine and TD ADSORBED (TENIVAC) vaccine. ",44411933,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ADENOVIRUS"
11934, List all the patients who got ZOSTER (NO BRAND NAME) vaccine and DTAP + HEPB + IPV (PEDIARIX) vaccine. ,44411934,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ZOSTER"
11935, List all the patients who got DTAP (DAPTACEL) vaccine and INFLUENZA (SEASONAL) (FLUAD) vaccine. ,44411935,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
11936, List all the patients who got HIB (HIBERIX) vaccine and COVID19 (COVID19 (MODERNA)) vaccine. ,44411936,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HIB"
11937, List all the patients who got VARICELLA (VARIVAX) vaccine and HIB (HIBERIX) vaccine. ,44411937,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'VARICELLA"
11938," List all the patients who got MEASLES + MUMPS + RUBELLA (MMR II) vaccine and POLIO VIRUS, INACT. (POLIOVAX) vaccine. ",44411938,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MEASLES"
11939, List all the patients who got INFLUENZA (SEASONAL) (FLULAVAL) vaccine and DTAP + IPV + HIB (PENTACEL) vaccine. ,44411939,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11940, List all the patients who got INFLUENZA (SEASONAL) (FLUBLOK) vaccine and COVID19 (COVID19 (UNKNOWN)) vaccine. ,44411940,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11941, List all the patients who got INFLUENZA (SEASONAL) (FLUENZ TETRA) vaccine and PNEUMO (VAXNEUVANCE) vaccine. ,44411941,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11942, List all the patients who got HIB (ACTHIB) vaccine and VACCINE NOT SPECIFIED (NO BRAND NAME) vaccine. ,44411942,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HIB"
11943, List all the patients who got TYPHOID VI POLYSACCHARIDE (NO BRAND NAME) vaccine and ZOSTER LIVE (ZOSTAVAX) vaccine. ,44411943,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TYPHOID"
11944, List all the patients who got PNEUMO (PREVNAR20) vaccine and MEASLES + MUMPS + RUBELLA (NO BRAND NAME) vaccine. ,44411944,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'PNEUMO"
11945, List all the patients who got INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN)) vaccine and MENINGOCOCCAL (MENOMUNE) vaccine. ,44411945,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11946, List all the patients who got MEASLES + MUMPS + RUBELLA (NO BRAND NAME) vaccine and INFLUENZA (SEASONAL) (FLULAVAL) vaccine. ,44411946,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MEASLES"
11947, List all the patients who got COVID19 (COVID19 (JANSSEN)) vaccine and INFLUENZA (SEASONAL) (FLUZONE) vaccine. ,44411947,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'COVID19"
11948, List all the patients who got VARICELLA (VARIVAX) vaccine and HIB (PEDVAXHIB) vaccine. ,44411948,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'VARICELLA"
11949, List all the patients who got COVID19 (COVID19 (JANSSEN)) vaccine and TDAP (BOOSTRIX) vaccine. ,44411949,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'COVID19"
11950," List all the patients who got HEP A (VAQTA) vaccine and ADENOVIRUS TYPES 4 & 7, LIVE, ORAL (NO BRAND NAME) vaccine. ",44411950,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HEP"
11951, List all the patients who got VACCINE NOT SPECIFIED (OTHER) vaccine and HEP B (NO BRAND NAME) vaccine. ,44411951,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'VACCINE"
11952, List all the patients who got DTAP + HEPB + IPV (PEDIARIX) vaccine and DTAP+IPV+HIB+HEPB (VAXELIS) vaccine. ,44411952,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
11953, List all the patients who got INFLUENZA (SEASONAL) (FLUCELVAX QUADRIVALENT) vaccine and TETANUS DIPHTHERIA (NO BRAND NAME) vaccine. ,44411953,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11954, List all the patients who got TD ADSORBED (TENIVAC) vaccine and ZOSTER LIVE (ZOSTAVAX) vaccine. ,44411954,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TD"
11955," List all the patients who got ADENOVIRUS TYPES 4 & 7, LIVE, ORAL (NO BRAND NAME) vaccine and INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE QUADRIVALENT) vaccine. ",44411955,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ADENOVIRUS"
11956, List all the patients who got MEASLES + MUMPS + RUBELLA (NO BRAND NAME) vaccine and INFLUENZA (SEASONAL) (FLUENZ TETRA) vaccine. ,44411956,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MEASLES"
11957, List all the patients who got HEP A + HEP B (TWINRIX) vaccine and INFLUENZA (SEASONAL) (FLULAVAL QUADRIVALENT) vaccine. ,44411957,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HEP"
11958, List all the patients who got HEP B (RECOMBIVAX HB) vaccine and MEASLES + MUMPS + RUBELLA (NO BRAND NAME) vaccine. ,44411958,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HEP"
11959, List all the patients who got INFLUENZA (SEASONAL) (FLUZONE QUADRIVALENT) vaccine and DTAP + HIB (NO BRAND NAME) vaccine. ,44411959,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11960, List all the patients who got INFLUENZA (SEASONAL) (FLUCELVAX) vaccine and DT ADSORBED (NO BRAND NAME) vaccine. ,44411960,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11961, List all the patients who got TD ADSORBED (TENIVAC) vaccine and TD ADSORBED (TDVAX) vaccine. ,44411961,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TD"
11962, List all the patients who got TETANUS TOXOID (NO BRAND NAME) vaccine and INFLUENZA (SEASONAL) (FLULAVAL QUADRIVALENT) vaccine. ,44411962,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TETANUS"
11963, List all the patients who got DTAP + IPV (UNKNOWN) vaccine and MENINGOCOCCAL (MENOMUNE) vaccine. ,44411963,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
11964, List all the patients who got ZOSTER (NO BRAND NAME) vaccine and HIB (HIBERIX) vaccine. ,44411964,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ZOSTER"
11965, List all the patients who got MENINGOCOCCAL CONJUGATE (MENVEO) vaccine and PNEUMO (PREVNAR13) vaccine. ,44411965,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MENINGOCOCCAL"
11966, List all the patients who got PNEUMO (NO BRAND NAME) vaccine and INFLUENZA (SEASONAL) (FLUBLOK QUADRIVALENT) vaccine. ,44411966,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'PNEUMO"
11967, List all the patients who got DTAP + IPV + HIB (UNKNOWN) vaccine and HEP B (RECOMBIVAX HB) vaccine. ,44411967,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
11968, List all the patients who got INFLUENZA (SEASONAL) (FLUAD) vaccine and HPV (GARDASIL 9) vaccine. ,44411968,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11969, List all the patients who got MENINGOCOCCAL CONJUGATE (MENACTRA) vaccine and ZOSTER LIVE (ZOSTAVAX) vaccine. ,44411969,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MENINGOCOCCAL"
11970, List all the patients who got MENINGOCOCCAL (MENOMUNE) vaccine and MEASLES + MUMPS + RUBELLA + VARICELLA (NO BRAND NAME) vaccine. ,44411970,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MENINGOCOCCAL"
11971, List all the patients who got MEASLES + MUMPS + RUBELLA (NO BRAND NAME) vaccine and DTAP + IPV (UNKNOWN) vaccine. ,44411971,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'MEASLES"
11972, List all the patients who got EBOLA ZAIRE (ERVEBO) vaccine and INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN)) vaccine. ,44411972,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'EBOLA"
11973, List all the patients who got TDAP (NO BRAND NAME) vaccine and DTAP + IPV (UNKNOWN) vaccine. ,44411973,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TDAP"
11974, List all the patients who got HEP A + HEP B (TWINRIX) vaccine and DTAP (DAPTACEL) vaccine. ,44411974,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HEP"
11975, List all the patients who got DT ADSORBED (NO BRAND NAME) vaccine and HEP B (NO BRAND NAME) vaccine. ,44411975,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DT"
11976, List all the patients who got INFLUENZA (SEASONAL) (FLULAVAL) vaccine and VARICELLA (NO BRAND NAME) vaccine. ,44411976,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11977, List all the patients who got DTAP (INFANRIX) vaccine and INFLUENZA (SEASONAL) (FLUZONE) vaccine. ,44411977,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
11978, List all the patients who got INFLUENZA (SEASONAL) (FLUCELVAX) vaccine and INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE QUADRIVALENT) vaccine. ,44411978,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11979, List all the patients who got INFLUENZA (SEASONAL) (FLUMIST QUADRIVALENT) vaccine and HEP A + HEP B (TWINRIX) vaccine. ,44411979,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11980, List all the patients who got DTAP + HEPB + IPV (PEDIARIX) vaccine and DTP (NO BRAND NAME) vaccine. ,44411980,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
